MoleculeType	Identifier	MoleculeName	
Proteins	Q8NGN2	UniProt:Q8NGN2 OR10S1	
Proteins	Q8NGE9	UniProt:Q8NGE9 OR9Q2	
Proteins	Q8NGD1	UniProt:Q8NGD1 OR4N2	
Proteins	Q8NGU4	UniProt:Q8NGU4 OR2I1P	
Proteins	Q9GZK3	UniProt:Q9GZK3 OR2B2	
Proteins	Q96R30	UniProt:Q96R30 OR2V2	
Proteins	Q8NGE2	UniProt:Q8NGE2 OR2AP1	
Proteins	Q8NGP0	UniProt:Q8NGP0 OR4C13	
Proteins	Q9P1Q5	UniProt:Q9P1Q5 OR1A1	
Proteins	Q8NH61	UniProt:Q8NH61 OR51F2	
Proteins	Q8NGC8	UniProt:Q8NGC8 OR11H7	
Proteins	O76000	UniProt:O76000 OR2B3	
Proteins	A6NGY5	UniProt:A6NGY5 OR51F1	
Proteins	Q8NG85	UniProt:Q8NG85 OR2L3	
Proteins	Q8NGG0	UniProt:Q8NGG0 OR8J3	
Proteins	Q9H339	UniProt:Q9H339 OR51B5	
Proteins	Q8IXE1	UniProt:Q8IXE1 OR4N5	
Proteins	O60431	UniProt:O60431 OR1I1	
Proteins	Q6IEY1	UniProt:Q6IEY1 OR4F3	
Proteins	Q8NHA8	UniProt:Q8NHA8 OR1F12	
Proteins	Q8NGD2	UniProt:Q8NGD2 OR4K2	
Proteins	P47883	UniProt:P47883 OR3A4P	
Proteins	Q96RD0	UniProt:Q96RD0 OR8B2	
Proteins	Q8N146	UniProt:Q8N146 OR8H3	
Proteins	P0C7N1	UniProt:P0C7N1 OR8U8	
Proteins	Q8NH05	UniProt:Q8NH05 OR4Q3	
Proteins	Q8NH19	UniProt:Q8NH19 OR10AG1	
Proteins	Q8NGR9	UniProt:Q8NGR9 OR1N2	
Proteins	Q8NH72	UniProt:Q8NH72 OR4C6	
Proteins	Q9Y3N9	UniProt:Q9Y3N9 OR2W1	
Proteins	Q8NH00	UniProt:Q8NH00 OR2T4	
Proteins	Q8N0Y5	UniProt:Q8N0Y5 OR8I2	
Proteins	Q8NH16	UniProt:Q8NH16 OR2L2	
Proteins	Q8NGG4	UniProt:Q8NGG4 OR8H1	
Proteins	Q8NH59	UniProt:Q8NH59 OR51Q1	
Proteins	P47881	UniProt:P47881 OR3A1	
Proteins	Q8NGS0	UniProt:Q8NGS0 OR1N1	
Proteins	Q8NGI4	UniProt:Q8NGI4 OR4D11	
Proteins	Q8NGZ9	UniProt:Q8NGZ9 OR2T10	
Proteins	O95371	UniProt:O95371 OR2C1	
Proteins	Q8NGA1	UniProt:Q8NGA1 OR1M1	
Proteins	Q8NH74	UniProt:Q8NH74 OR10A6	
Proteins	O95006	UniProt:O95006 OR2F2	
Proteins	P47887	UniProt:P47887 OR1E2	
Proteins	Q8NGZ4	UniProt:Q8NGZ4 OR2G3	
Proteins	Q8NGD0	UniProt:Q8NGD0 OR4M1	
Proteins	Q8NGF3	UniProt:Q8NGF3 OR51D1	
Proteins	Q8NH81	UniProt:Q8NH81 OR10G6	
Proteins	P58180	UniProt:P58180 OR4D2	
Proteins	Q5TZ20	UniProt:Q5TZ20 OR2G6	
Proteins	Q8NGL6	UniProt:Q8NGL6 OR4A15	
Proteins	P0C604	UniProt:P0C604 OR4A8	
Proteins	Q6IEV9	UniProt:Q6IEV9 OR4C11	
Proteins	Q9NQN1	UniProt:Q9NQN1 OR2S2	
Proteins	Q8NGS4	UniProt:Q8NGS4 OR13F1	
Proteins	Q8NGE8	UniProt:Q8NGE8 OR4D9	
Proteins	Q8NG78	UniProt:Q8NG78 OR8G5	
Proteins	Q9H209	UniProt:Q9H209 OR10A4	
Proteins	Q9H210	UniProt:Q9H210 OR2D2	
Proteins	Q8N162	UniProt:Q8N162 OR8H2	
Proteins	Q8NGC2	UniProt:Q8NGC2 OR4E2	
Proteins	Q9H208	UniProt:Q9H208 OR10A2	
Proteins	Q8NH83	UniProt:Q8NH83 OR4A5	
Proteins	P47888	UniProt:P47888 OR3A3	
Proteins	Q8NGD3	UniProt:Q8NGD3 OR4K5	
Proteins	A3KFT3	UniProt:A3KFT3 OR2M5	
Proteins	Q8NGQ6	UniProt:Q8NGQ6 OR9I1	
Proteins	Q8TCB6	UniProt:Q8TCB6 OR51E1	
Proteins	Q8NGS9	UniProt:Q8NGS9 OR13C2	
Proteins	Q9H340	UniProt:Q9H340 OR51B6	
Proteins	Q8NG81	UniProt:Q8NG81 OR2M7	
Proteins	Q8NG84	UniProt:Q8NG84 OR2AK2	
Proteins	Q9H205	UniProt:Q9H205 OR2AG1	
Proteins	Q8NHC8	UniProt:Q8NHC8 OR2T6	
Proteins	P0C623	UniProt:P0C623 OR4Q2	
Proteins	Q8NGE0	UniProt:Q8NGE0 OR10AD1	
Proteins	Q8NGY9	UniProt:Q8NGY9 OR2L8	
Proteins	Q8NGL7	UniProt:Q8NGL7 OR4P4	
Proteins	P58181	UniProt:P58181 OR10A3	
Proteins	Q96R47	UniProt:Q96R47 OR2A14	
Proteins	Q8NH41	UniProt:Q8NH41 OR4K15	
Proteins	Q15617	UniProt:Q15617 OR8G1	
Proteins	O43749	UniProt:O43749 OR1F1	
Proteins	Q9H342	UniProt:Q9H342 OR51J1	
Proteins	Q8NGZ0	UniProt:Q8NGZ0 OR2AJ1	
Proteins	Q8NGC9	UniProt:Q8NGC9 OR11H4	
Proteins	O95013	UniProt:O95013 OR4F21	
Proteins	Q8NGT7	UniProt:Q8NGT7 OR2A12	
Proteins	Q96R27	UniProt:Q96R27 OR2M4	
Proteins	Q8NGT0	UniProt:Q8NGT0 OR13C9	
Proteins	Q8NGD4	UniProt:Q8NGD4 OR4K1	
Proteins	Q8NGR8	UniProt:Q8NGR8 OR1L8	
Proteins	Q8NG97	UniProt:Q8NG97 OR2Z1	
Proteins	Q8NGT1	UniProt:Q8NGT1 OR2K2	
Proteins	Q8NG83	UniProt:Q8NG83 OR2M3	
Proteins	Q8NGX3	UniProt:Q8NGX3 OR10T2	
Proteins	O76001	UniProt:O76001 OR2J3	
Proteins	P58182	UniProt:P58182 OR12D2	
Proteins	Q9H207	UniProt:Q9H207 OR10A5	
Proteins	Q8N628	UniProt:Q8N628 OR2C3	
Proteins	Q96R45	UniProt:Q96R45 OR2A7	
Proteins	P47890	UniProt:P47890 OR1G1	
Proteins	Q8NGR3	UniProt:Q8NGR3 OR1K1	
Proteins	Q8NGC6	UniProt:Q8NGC6 OR4K17	
Proteins	Q8NGH8	UniProt:Q8NGH8 OR56A4	
Proteins	Q8NG77	UniProt:Q8NG77 OR2T12	
Proteins	A6NMZ5	UniProt:A6NMZ5 OR4C45	
Proteins	P58173	UniProt:P58173 OR2B6	
Proteins	P30953	UniProt:P30953 OR1E1	
Proteins	Q8NGB8	UniProt:Q8NGB8 OR4F15	
Proteins	Q8NGB4	UniProt:Q8NGB4 OR4S1	
Proteins	Q9GZK4	UniProt:Q9GZK4 OR2H1	
Proteins	Q9H341	UniProt:Q9H341 OR51M1	
Proteins	Q8NGJ9	UniProt:Q8NGJ9 OR51T1	
Proteins	Q8NH93	UniProt:Q8NH93 OR1L3	
Proteins	Q8NH64	UniProt:Q8NH64 OR51A7	
Proteins	Q96R28	UniProt:Q96R28 OR2M2	
Proteins	Q8NGI6	UniProt:Q8NGI6 OR4D10	
Proteins	Q8NGS5	UniProt:Q8NGS5 OR13C4	
Proteins	Q8NGA6	UniProt:Q8NGA6 OR10H5	
Proteins	Q96R67	UniProt:Q96R67 OR4C12	
Proteins	Q9Y5P1	UniProt:Q9Y5P1 OR51B2	
Proteins	Q8NGQ4	UniProt:Q8NGQ4 OR10Q1	
Proteins	Q8NGJ7	UniProt:Q8NGJ7 OR51A2	
Proteins	Q8NGV5	UniProt:Q8NGV5 OR13D1	
Proteins	Q9Y4A9	UniProt:Q9Y4A9 OR10H1	
Proteins	Q8NH09	UniProt:Q8NH09 OR8S1	
Proteins	Q8NGN6	UniProt:Q8NGN6 OR10G7	
Proteins	A6NH00	UniProt:A6NH00 OR2T8	
Proteins	Q9H343	UniProt:Q9H343 OR51I1	
Proteins	Q8NG80	UniProt:Q8NG80 OR2L5	
Proteins	Q8NGC4	UniProt:Q8NGC4 OR10G3	
Proteins	Q8NGX5	UniProt:Q8NGX5 OR10K1	
Proteins	Q8NH02	UniProt:Q8NH02 OR2T29	
Proteins	Q8NGS8	UniProt:Q8NGS8 OR13C5	
Proteins	Q8NHC4	UniProt:Q8NHC4 OR10J5	
Proteins	Q8NGA5	UniProt:Q8NGA5 OR10H4	
Proteins	Q8NH94	UniProt:Q8NH94 OR1L1	
Proteins	Q6IF99	UniProt:Q6IF99 OR10K2	
Proteins	Q8NGV0	UniProt:Q8NGV0 OR2Y1	
Proteins	A6NHA9	UniProt:A6NHA9 OR4C46	
Proteins	Q8NH42	UniProt:Q8NH42 OR4K13	
Proteins	Q8NGS2	UniProt:Q8NGS2 OR1J2	
Proteins	Q8NH10	UniProt:Q8NH10 OR8U1	
Proteins	Q8NGR2	UniProt:Q8NGR2 OR1L6	
Proteins	Q8NGK0	UniProt:Q8NGK0 OR51G2	
Proteins	Q96DX8	UniProt:Q96DX8 RTP4	
Proteins	Q9BQQ7	UniProt:Q9BQQ7 RTP3	
Proteins	Q14D33	UniProt:Q14D33 RTP5	
Proteins	P59025	UniProt:P59025 RTP1	
Proteins	Q5QGT7	UniProt:Q5QGT7 RTP2	
Proteins	Q9BRK0	UniProt:Q9BRK0 REEP2	
Proteins	Q6NUK4	UniProt:Q6NUK4 REEP3	
Proteins	Q00765	UniProt:Q00765 REEP5	
Proteins	Q9H6H4	UniProt:Q9H6H4 REEP4	
Proteins	Q96HR9	UniProt:Q96HR9 REEP6	
Proteins	Q9H902	UniProt:Q9H902 REEP1	
Proteins	O00408	UniProt:O00408 PDE2A	
Proteins	Q9HCR9	UniProt:Q9HCR9 PDE11A	
Proteins	Q9Y233	UniProt:Q9Y233 PDE10A	
Proteins	Q9NP56	UniProt:Q9NP56 PDE7B	
Proteins	Q13946	UniProt:Q13946 PDE7A	
Proteins	O95263	UniProt:O95263 PDE8B	
Proteins	O60658	UniProt:O60658 PDE8A	
Proteins	P21453	UniProt:P21453 S1PR1	
Proteins	Q96GM1	UniProt:Q96GM1 PLPPR2	
Proteins	Q32ZL2	UniProt:Q32ZL2 PLPPR5	
Proteins	Q8TBJ4	UniProt:Q8TBJ4 PLPPR1	
Proteins	Q6T4P5	UniProt:Q6T4P5 PLPPR3	
Proteins	Q7Z2D5	UniProt:Q7Z2D5 PLPPR4	
Proteins	P14416	UniProt:P14416 DRD2	
Proteins	Q9Y5N1	UniProt:Q9Y5N1 HRH3	
Proteins	P08908	UniProt:P08908 HTR1A	
Proteins	Q9HC97	UniProt:Q9HC97 GPR35	
Proteins	Q99788	UniProt:Q99788 CMKLR1	
Proteins	P0DPD6	UniProt:P0DPD6 ECE2	
Proteins	P49683	UniProt:P49683 PRLHR	
Proteins	P81277	UniProt:P81277 PRLH	
Proteins	Q16570	UniProt:Q16570 ACKR1	
Proteins	Q9BYT8	UniProt:Q9BYT8 NLN	
Proteins	P51811	UniProt:P51811 XK	
Proteins	P23276	UniProt:P23276 KEL	
Proteins	Q9NPB9	UniProt:Q9NPB9 ACKR4	
Proteins	O00590	UniProt:O00590 ACKR2	
Proteins	P80098	UniProt:P80098 CCL7	
Proteins	P10147	UniProt:P10147 CCL3	
Proteins	P16619	UniProt:P16619 CCL3L1	
Proteins	Q92583	UniProt:Q92583 CCL17	
Proteins	P51671	UniProt:P51671 CCL11	
Proteins	P13500	UniProt:P13500 CCL2	
Proteins	O00626	UniProt:O00626 CCL22	
Proteins	O00421	UniProt:O00421 CCRL2	
Proteins	Q9P296	UniProt:Q9P296 C5AR2	
Proteins	P42892	UniProt:P42892 ECE1	
Proteins	Q99835	UniProt:Q99835 SMO	
Proteins	Q9Y6C5	UniProt:Q9Y6C5 PTCH2	
Proteins	Q13635	UniProt:Q13635 PTCH1	
Proteins	O43323	UniProt:O43323 DHH	
Proteins	Q14623	UniProt:Q14623 IHH	
Proteins	Q15465	UniProt:Q15465 SHH	
Proteins	Q14246	UniProt:Q14246 ADGRE1	
Proteins	Q9BY15	UniProt:Q9BY15 ADGRE3	
Proteins	P48960	UniProt:P48960 ADGRE5	
Proteins	Q9UHX3	UniProt:Q9UHX3 ADGRE2	
Proteins	P24387	UniProt:P24387 CRHBP	
Proteins	Q96RP3	UniProt:Q96RP3 UCN2	
Proteins	P55089	UniProt:P55089 UCN	
Proteins	Q969E3	UniProt:Q969E3 UCN3	
Proteins	Q13324-2	UniProt:Q13324-2 CRHR2	
Proteins	P08174	UniProt:P08174 CD55	
Proteins	Q13324-1	UniProt:Q13324-1 CRHR2	
Proteins	Q9UBV4	UniProt:Q9UBV4 WNT16	
Proteins	O96014	UniProt:O96014 WNT11	
Proteins	Q9Y6F9	UniProt:Q9Y6F9 WNT6	
Proteins	Q93098	UniProt:Q93098 WNT8B	
Proteins	O14904	UniProt:O14904 WNT9A	
Proteins	P56705	UniProt:P56705 WNT4	
Proteins	Q9H1J5	UniProt:Q9H1J5 WNT8A	
Proteins	O14905	UniProt:O14905 WNT9B	
Proteins	P56706	UniProt:P56706 WNT7B	
Proteins	Q9GZT5	UniProt:Q9GZT5 WNT10A	
Proteins	O00744	UniProt:O00744 WNT10B	
Proteins	O00755	UniProt:O00755 WNT7A	
Proteins	Q93097	UniProt:Q93097 WNT2B	
Proteins	P41221	UniProt:P41221 WNT5A	
Proteins	P04628	UniProt:P04628 WNT1	
Proteins	P09544	UniProt:P09544 WNT2	
Proteins	P56704	UniProt:P56704 WNT3A	
Proteins	P56703	UniProt:P56703 WNT3	
Proteins	Q9ULW2	UniProt:Q9ULW2 FZD10	
Proteins	Q9UP38	UniProt:Q9UP38 FZD1	
Proteins	O60353	UniProt:O60353 FZD6	
Proteins	Q9NPG1	UniProt:Q9NPG1 FZD3	
Proteins	O00144	UniProt:O00144 FZD9	
Proteins	Q14332	UniProt:Q14332 FZD2	
Proteins	Q9ULV1	UniProt:Q9ULV1 FZD4	
Proteins	O75084	UniProt:O75084 FZD7	
Proteins	Q13467	UniProt:Q13467 FZD5	
Proteins	Q9H461	UniProt:Q9H461 FZD8	
